# time totalContactTime
1287.6000 162225.0000
1288.7000 162363.6000
1289.8000 162502.2000
1290.9000 162640.8000
1292.0000 162779.4000
1293.1000 162918.0000
1294.2000 163056.6000
1295.3000 163195.2000
1296.4000 163333.8000
1297.5000 163472.4000
1298.6000 163611.0000
1299.7000 163749.6000
1300.8000 163888.2000
1301.9000 164026.8000
1303.0000 164165.4000
1304.1000 164304.0000
1305.2000 164442.6000
1306.3000 164581.2000
1307.4000 164719.8000
1308.5000 164858.4000
1309.6000 164997.0000
1310.7000 165135.6000
1311.8000 165274.2000
1312.9000 165412.8000
1314.0000 165551.4000
1315.1000 165690.0000
1316.2000 165828.6000
1317.3000 165967.2000
1318.4000 166105.8000
1319.5000 166244.4000
1320.6000 166383.0000
1321.7000 166521.6000
1322.8000 166660.2000
1323.9000 166798.8000
1325.0000 166937.4000
1326.1000 167076.0000
1327.2000 167214.6000
1328.3000 167353.2000
1329.4000 167491.8000
1330.5000 167630.4000
1331.6000 167769.0000
1332.7000 167907.6000
1333.8000 168046.2000
1334.9000 168184.8000
1336.0000 168323.4000
1337.1000 168462.0000
1338.2000 168600.6000
1339.3000 168739.2000
1340.4000 168877.8000
1341.5000 169016.4000
1342.6000 169155.0000
1343.7000 169293.6000
1344.8000 169432.2000
1345.9000 169570.8000
1347.0000 169709.4000
1348.1000 169848.0000
1349.2000 169986.6000
1350.3000 170125.2000
1351.4000 170263.8000
1352.5000 170402.4000
1353.6000 170541.0000
1354.7000 170679.6000
1355.8000 170818.2000
1356.9000 170956.8000
1358.0000 171095.4000
1359.1000 171234.0000
1360.2000 171372.6000
1361.3000 171511.2000
1362.4000 171649.8000
1363.5000 171788.4000
1364.6000 171927.0000
1365.7000 172065.6000
1366.8000 172204.2000
1367.9000 172342.8000
1369.0000 172481.4000
1370.1000 172620.0000
1371.2000 172758.6000
1372.3000 172897.2000
1373.4000 173035.8000
1374.5000 173174.4000
1375.6000 173313.0000
1376.7000 173451.6000
1377.8000 173590.2000
1378.9000 173728.8000
1380.0000 173867.4000
1381.1000 174006.0000
1382.2000 174144.6000
1383.3000 174283.2000
1384.4000 174421.8000
1385.5000 174560.4000
1386.6000 174699.0000
1387.7000 174837.6000
1388.8000 174976.2000
1389.9000 175114.8000
1391.0000 175253.4000
1392.1000 175392.0000
1393.2000 175530.6000
1394.3000 175669.2000
1395.4000 175807.8000
1396.5000 175946.4000
1397.6000 176085.0000
1398.7000 176223.6000
1399.8000 176362.2000
1400.9000 176500.8000
1402.0000 176639.4000
1403.1000 176778.0000
1404.2000 176916.6000
1405.3000 177055.2000
1406.4000 177193.8000
1407.5000 177332.4000
1408.6000 177471.0000
1409.7000 177609.6000
1410.8000 177748.2000
1411.9000 177886.8000
1413.0000 178025.4000
1414.1000 178164.0000
1415.2000 178302.6000
1416.3000 178441.2000
1417.4000 178579.8000
1418.5000 178718.4000
1419.6000 178857.0000
1420.7000 178995.6000
1421.8000 179134.2000
1422.9000 179272.8000
1424.0000 179411.4000
1425.1000 179550.0000
1426.2000 179688.6000
1427.3000 179827.2000
1428.4000 179965.8000
1429.5000 180104.4000
1430.6000 180243.0000
1431.7000 180381.6000
1432.8000 180520.2000
1433.9000 180658.8000
1435.0000 180797.4000
1436.1000 180936.0000
1437.2000 181074.6000
1438.3000 181213.2000
1439.4000 181351.8000
1440.5000 181490.4000
1441.6000 181629.0000
1442.7000 181767.6000
1443.8000 181906.2000
1444.9000 182044.8000
1446.0000 182183.4000
1447.1000 182322.0000
1448.2000 182460.6000
1449.3000 182599.2000
1450.4000 182737.8000
1451.5000 182876.4000
1452.6000 183015.0000
1453.7000 183153.6000
1454.8000 183292.2000
1455.9000 183430.8000
1457.0000 183569.4000
1458.1000 183708.0000
1459.2000 183846.6000
1460.3000 183985.2000
1461.4000 184123.8000
1462.5000 184262.4000
1463.6000 184401.0000
1464.7000 184539.6000
1465.8000 184678.2000
1466.9000 184816.8000
1468.0000 184955.4000
1469.1000 185094.0000
1470.2000 185232.6000
1471.3000 185371.2000
1472.4000 185509.8000
1473.5000 185648.4000
1474.6000 185787.0000
1475.7000 185925.6000
1476.8000 186064.2000
1477.9000 186202.8000
1479.0000 186341.4000
1480.1000 186480.0000
1481.2000 186618.6000
1482.3000 186757.2000
1483.4000 186895.8000
1484.5000 187034.4000
1485.6000 187173.0000
1486.7000 187311.6000
1487.8000 187450.2000
1488.9000 187588.8000
1490.0000 187727.4000
1491.1000 187866.0000
1492.2000 188004.6000
1493.3000 188143.2000
1494.4000 188281.8000
1495.5000 188420.4000
1496.6000 188559.0000
1497.7000 188697.6000
1498.8000 188836.2000
1499.9000 188974.8000
1501.0000 189113.4000
1502.1000 189252.0000
1503.2000 189390.6000
1504.3000 189529.2000
1505.4000 189667.8000
1506.5000 189806.4000
1507.6000 189945.0000
1508.7000 190083.6000
1509.8000 190222.2000
1510.9000 190360.8000
1512.0000 190499.4000
1513.1000 190638.0000
1514.2000 190776.6000
1515.3000 190915.2000
1516.4000 191053.8000
1517.5000 191192.4000
1518.6000 191331.0000
1519.7000 191469.6000
1520.8000 191608.2000
1521.9000 191746.8000
1523.0000 191885.4000
1524.1000 192024.0000
1525.2000 192162.6000
1526.3000 192301.2000
1527.4000 192439.8000
1528.5000 192578.4000
1529.6000 192717.0000
1530.7000 192855.6000
1531.8000 192994.2000
1532.9000 193132.8000
1534.0000 193271.4000
1535.1000 193410.0000
1536.2000 193548.6000
1537.3000 193687.2000
1538.4000 193825.8000
1539.5000 193964.4000
1540.6000 194103.0000
1541.7000 194241.6000
1542.8000 194380.2000
1543.9000 194518.8000
1545.0000 194657.4000
1546.1000 194796.0000
1547.2000 194934.6000
1548.3000 195073.2000
1549.4000 195211.8000
1550.5000 195350.4000
1551.6000 195489.0000
1552.7000 195627.6000
1553.8000 195766.2000
1554.9000 195904.8000
1556.0000 196043.4000
1557.1000 196182.0000
1558.2000 196320.6000
1559.3000 196459.2000
1560.4000 196597.8000
1561.5000 196736.4000
1562.6000 196875.0000
1563.7000 197013.6000
1564.8000 197152.2000
1565.9000 197290.8000
1567.0000 197429.4000
1568.1000 197568.0000
1569.2000 197706.6000
1570.3000 197845.2000
1571.4000 197983.8000
1572.5000 198122.4000
1573.6000 198261.0000
1574.7000 198399.6000
1575.8000 198538.2000
1576.9000 198676.8000
1578.0000 198815.4000
1579.1000 198954.0000
1580.2000 199092.6000
1581.3000 199231.2000
1582.4000 199369.8000
1583.5000 199508.4000
1584.6000 199647.0000
1585.7000 199785.6000
1586.8000 199924.2000
1587.9000 200062.8000
1589.0000 200201.4000
1590.1000 200340.0000
1591.2000 200478.6000
1592.3000 200617.2000
1593.4000 200755.8000
1594.5000 200894.4000
1595.6000 201033.0000
1596.7000 201171.6000
1597.8000 201310.2000
1598.9000 201448.8000
1600.0000 201587.4000
1601.1000 201726.0000
1602.2000 201864.6000
1603.3000 202003.2000
1604.4000 202141.8000
1605.5000 202280.4000
1606.6000 202419.0000
1607.7000 202557.6000
1608.8000 202696.2000
1609.9000 202834.8000
1611.0000 202973.4000
1612.1000 203112.0000
1613.2000 203250.6000
1614.3000 203389.2000
1615.4000 203527.8000
1616.5000 203666.4000
1617.6000 203805.0000
1618.7000 203943.6000
1619.8000 204082.2000
1620.9000 204220.8000
1622.0000 204359.4000
1623.1000 204498.0000
1624.2000 204636.6000
1625.3000 204775.2000
1626.4000 204913.8000
1627.5000 205052.4000
1628.6000 205191.0000
1629.7000 205329.6000
1630.8000 205468.2000
1631.9000 205606.8000
1633.0000 205745.4000
1634.1000 205884.0000
1635.2000 206022.6000
1636.3000 206161.2000
1637.4000 206299.8000
1638.5000 206438.4000
1639.6000 206577.0000
1640.7000 206715.6000
1641.8000 206854.2000
1642.9000 206992.8000
1644.0000 207131.4000
1645.1000 207270.0000
1646.2000 207408.6000
1647.3000 207547.2000
1648.4000 207685.8000
1649.5000 207824.4000
1650.6000 207963.0000
1651.7000 208101.6000
1652.8000 208240.2000
1653.9000 208378.8000
1655.0000 208517.4000
1656.1000 208656.0000
1657.2000 208794.6000
1658.3000 208933.2000
1659.4000 209071.8000
1660.5000 209210.4000
1661.6000 209349.0000
1662.7000 209487.6000
1663.8000 209626.2000
1664.9000 209764.8000
1666.0000 209903.4000
1667.1000 210042.0000
1668.2000 210180.6000
1669.3000 210319.2000
1670.4000 210457.8000
1671.5000 210596.4000
1672.6000 210735.0000
1673.7000 210873.6000
1674.8000 211012.2000
1675.9000 211150.8000
1677.0000 211289.4000
1678.1000 211428.0000
1679.2000 211566.6000
1680.3000 211705.2000
1681.4000 211843.8000
1682.5000 211982.4000
1683.6000 212121.0000
1684.7000 212259.6000
1685.8000 212398.2000
1686.9000 212536.8000
1688.0000 212675.4000
1689.1000 212814.0000
1690.2000 212952.6000
1691.3000 213091.2000
1692.4000 213229.8000
1693.5000 213368.4000
1694.6000 213507.0000
1695.7000 213645.6000
1696.8000 213784.2000
1697.9000 213922.8000
1699.0000 214061.4000
1700.1000 214200.0000
1701.2000 214338.6000
1702.3000 214477.2000
1703.4000 214615.8000
1704.5000 214754.4000
1705.6000 214893.0000
1706.7000 215031.6000
1707.8000 215170.2000
1708.9000 215308.8000
1710.0000 215447.4000
1711.1000 215586.0000
1712.2000 215724.6000
1713.3000 215863.2000
1714.4000 216001.8000
1715.5000 216140.4000
1716.6000 216279.0000
1717.7000 216417.6000
1718.8000 216556.2000
1719.9000 216694.8000
1721.0000 216833.4000
1722.1000 216972.0000
1723.2000 217110.6000
1724.3000 217249.2000
1725.4000 217387.8000
1726.5000 217526.4000
1727.6000 217665.0000
1728.7000 217803.6000
1729.8000 217942.2000
1730.9000 218080.8000
1732.0000 218219.4000
1733.1000 218358.0000
1734.2000 218496.6000
1735.3000 218635.2000
1736.4000 218773.8000
1737.5000 218912.4000
1738.6000 219051.0000
1739.7000 219189.6000
1740.8000 219328.2000
1741.9000 219466.8000
1743.0000 219605.4000
1744.1000 219744.0000
1745.2000 219882.6000
1746.3000 220021.2000
1747.4000 220159.8000
1748.5000 220298.4000
1749.6000 220437.0000
1750.7000 220575.6000
1751.8000 220714.2000
1752.9000 220852.8000
1754.0000 220991.4000
1755.1000 221130.0000
1756.2000 221268.6000
1757.3000 221407.2000
1758.4000 221545.8000
1759.5000 221684.4000
1760.6000 221823.0000
1761.7000 221961.6000
1762.8000 222100.2000
1763.9000 222238.8000
1765.0000 222377.4000
1766.1000 222516.0000
1767.2000 222654.6000
1768.3000 222793.2000
1769.4000 222931.8000
1770.5000 223070.4000
1771.6000 223209.0000
1772.7000 223347.6000
1773.8000 223486.2000
1774.9000 223624.8000
1776.0000 223763.4000
1777.1000 223902.0000
1778.2000 224040.6000
1779.3000 224179.2000
1780.4000 224317.8000
1781.5000 224456.4000
1782.6000 224595.0000
1783.7000 224733.6000
1784.8000 224872.2000
1785.9000 225010.8000
1787.0000 225149.4000
1788.1000 225288.0000
1789.2000 225426.6000
1790.3000 225565.2000
1791.4000 225703.8000
1792.5000 225842.4000
1793.6000 225981.0000
1794.7000 226119.6000
1795.8000 226258.2000
1796.9000 226396.8000
1798.0000 226535.4000
1799.1000 226674.0000
1800.2000 226812.6000
1801.3000 226951.2000
1802.4000 227089.8000
1803.5000 227228.4000
1804.6000 227367.0000
1805.7000 227505.6000
1806.8000 227644.2000
1807.9000 227782.8000
1809.0000 227921.4000
1810.1000 228060.0000
1811.2000 228198.6000
1812.3000 228337.2000
1813.4000 228475.8000
1814.5000 228614.4000
1815.6000 228753.0000
1816.7000 228891.6000
1817.8000 229030.2000
1818.9000 229168.8000
1820.0000 229307.4000
1821.1000 229446.0000
1822.2000 229584.6000
1823.3000 229723.2000
1824.4000 229861.8000
1825.5000 230000.4000
1826.6000 230139.0000
1827.7000 230277.6000
1828.8000 230416.2000
1829.9000 230554.8000
1831.0000 230693.4000
1832.1000 230832.0000
1833.2000 230970.6000
1834.3000 231109.2000
1835.4000 231247.8000
1836.5000 231386.4000
1837.6000 231525.0000
1838.7000 231663.6000
1839.8000 231802.2000
1840.9000 231940.8000
1842.0000 232079.4000
1843.1000 232218.0000
1844.2000 232356.6000
1845.3000 232495.2000
1846.4000 232633.8000
1847.5000 232772.4000
1848.6000 232911.0000
1849.7000 233049.6000
1850.8000 233188.2000
1851.9000 233326.8000
1853.0000 233465.4000
1854.1000 233604.0000
1855.2000 233742.6000
1856.3000 233881.2000
1857.4000 234019.8000
1858.5000 234158.4000
1859.6000 234297.0000
1860.7000 234435.6000
1861.8000 234574.2000
1862.9000 234712.8000
1864.0000 234851.4000
1865.1000 234990.0000
1866.2000 235128.6000
1867.3000 235267.2000
1868.4000 235405.8000
1869.5000 235544.4000
1870.6000 235683.0000
1871.7000 235821.6000
1872.8000 235960.2000
1873.9000 236098.8000
1875.0000 236237.4000
1876.1000 236376.0000
1877.2000 236514.6000
1878.3000 236653.2000
1879.4000 236791.8000
1880.5000 236930.4000
1881.6000 237069.0000
1882.7000 237207.6000
1883.8000 237346.2000
1884.9000 237484.8000
1886.0000 237623.4000
1887.1000 237762.0000
1888.2000 237900.6000
1889.3000 238039.2000
1890.4000 238177.8000
1891.5000 238316.4000
1892.6000 238455.0000
1893.7000 238593.6000
1894.8000 238732.2000
1895.9000 238870.8000
1897.0000 239009.4000
1898.1000 239148.0000
1899.2000 239286.6000
1900.3000 239425.2000
1901.4000 239563.8000
1902.5000 239702.4000
1903.6000 239841.0000
1904.7000 239979.6000
1905.8000 240118.2000
1906.9000 240256.8000
1908.0000 240395.4000
1909.1000 240534.0000
1910.2000 240672.6000
1911.3000 240811.2000
1912.4000 240949.8000
1913.5000 241088.4000
1914.6000 241227.0000
1915.7000 241365.6000
1916.8000 241504.2000
1917.9000 241642.8000
1919.0000 241781.4000
1920.1000 241920.0000
1921.2000 242058.6000
1922.3000 242197.2000
1923.4000 242335.8000
1924.5000 242474.4000
1925.6000 242613.0000
1926.7000 242751.6000
1927.8000 242890.2000
1928.9000 243028.8000
1930.0000 243167.4000
1931.1000 243306.0000
1932.2000 243444.6000
1933.3000 243583.2000
1934.4000 243721.8000
1935.5000 243860.4000
1936.6000 243999.0000
1937.7000 244137.6000
1938.8000 244276.2000
1939.9000 244414.8000
1941.0000 244553.4000
1942.1000 244692.0000
1943.2000 244830.6000
1944.3000 244969.2000
1945.4000 245107.8000
1946.5000 245246.4000
1947.6000 245385.0000
1948.7000 245523.6000
1949.8000 245662.2000
1950.9000 245800.8000
1952.0000 245939.4000
1953.1000 246078.0000
1954.2000 246216.6000
1955.3000 246355.2000
1956.4000 246493.8000
1957.5000 246632.4000
1958.6000 246771.0000
1959.7000 246909.6000
1960.8000 247048.2000
1961.9000 247186.8000
1963.0000 247325.4000
1964.1000 247464.0000
1965.2000 247602.6000
1966.3000 247741.2000
1967.4000 247879.8000
1968.5000 248018.4000
1969.6000 248157.0000
1970.7000 248295.6000
1971.8000 248434.2000
1972.9000 248572.8000
1974.0000 248711.4000
1975.1000 248850.0000
1976.2000 248988.6000
1977.3000 249127.2000
1978.4000 249265.8000
1979.5000 249404.4000
1980.6000 249543.0000
1981.7000 249681.6000
1982.8000 249820.2000
1983.9000 249958.8000
1985.0000 250097.4000
1986.1000 250236.0000
1987.2000 250374.6000
1988.3000 250513.2000
1989.4000 250651.8000
1990.5000 250790.4000
1991.6000 250929.0000
1992.7000 251067.6000
1993.8000 251206.2000
1994.9000 251344.8000
1996.0000 251483.4000
1997.1000 251622.0000
1998.2000 251760.6000
1999.3000 251899.2000
2000.4000 252037.8000
2001.5000 252176.4000
2002.6000 252315.0000
2003.7000 252453.6000
2004.8000 252592.2000
2005.9000 252730.8000
2007.0000 252869.4000
2008.1000 253008.0000
2009.2000 253146.6000
2010.3000 253285.2000
2011.4000 253423.8000
2012.5000 253562.4000
2013.6000 253701.0000
2014.7000 253839.6000
2015.8000 253978.2000
2016.9000 254116.8000
2018.0000 254255.4000
2019.1000 254394.0000
2020.2000 254532.6000
2021.3000 254671.2000
2022.4000 254809.8000
2023.5000 254948.4000
2024.6000 255087.0000
2025.7000 255225.6000
2026.8000 255364.2000
2027.9000 255502.8000
2029.0000 255641.4000
2030.1000 255780.0000
2031.2000 255918.6000
2032.3000 256057.2000
2033.4000 256195.8000
2034.5000 256334.4000
2035.6000 256473.0000
2036.7000 256611.6000
2037.8000 256750.2000
2038.9000 256888.8000
2040.0000 257027.4000
2041.1000 257166.0000
2042.2000 257304.6000
2043.3000 257443.2000
2044.4000 257581.8000
2045.5000 257720.4000
2046.6000 257859.0000
2047.7000 257997.6000
2048.8000 258136.2000
2049.9000 258274.8000
2051.0000 258413.4000
2052.1000 258552.0000
2053.2000 258690.6000
2054.3000 258829.2000
2055.4000 258967.8000
2056.5000 259106.4000
2057.6000 259245.0000
2058.7000 259383.6000
2059.8000 259522.2000
2060.9000 259660.8000
2062.0000 259799.4000
2063.1000 259938.0000
2064.2000 260076.6000
2065.3000 260215.2000
2066.4000 260353.8000
2067.5000 260492.4000
2068.6000 260631.0000
2069.7000 260769.6000
2070.8000 260908.2000
2071.9000 261046.8000
2073.0000 261185.4000
2074.1000 261324.0000
2075.2000 261462.6000
2076.3000 261601.2000
2077.4000 261739.8000
2078.5000 261878.4000
2079.6000 262017.0000
2080.7000 262155.6000
2081.8000 262294.2000
2082.9000 262432.8000
2084.0000 262571.4000
2085.1000 262710.0000
2086.2000 262848.6000
2087.3000 262987.2000
2088.4000 263125.8000
2089.5000 263264.4000
2090.6000 263403.0000
2091.7000 263541.6000
2092.8000 263680.2000
2093.9000 263818.8000
2095.0000 263957.4000
2096.1000 264096.0000
2097.2000 264234.6000
2098.3000 264373.2000
2099.4000 264511.8000
2100.5000 264650.4000
2101.6000 264789.0000
2102.7000 264927.6000
2103.8000 265066.2000
2104.9000 265204.8000
2106.0000 265343.4000
2107.1000 265482.0000
2108.2000 265620.6000
2109.3000 265759.2000
2110.4000 265897.8000
2111.5000 266036.4000
2112.6000 266175.0000
2113.7000 266313.6000
2114.8000 266452.2000
2115.9000 266590.8000
2117.0000 266729.4000
2118.1000 266868.0000
2119.2000 267006.6000
2120.3000 267145.2000
2121.4000 267283.8000
2122.5000 267422.4000
2123.6000 267561.0000
2124.7000 267699.6000
2125.8000 267838.2000
2126.9000 267976.8000
2128.0000 268115.4000
2129.1000 268254.0000
2130.2000 268392.6000
2131.3000 268531.2000
2132.4000 268669.8000
2133.5000 268808.4000
2134.6000 268947.0000
2135.7000 269085.6000
2136.8000 269224.2000
2137.9000 269362.8000
2139.0000 269501.4000
2140.1000 269640.0000
2141.2000 269778.6000
2142.3000 269917.2000
2143.4000 270055.8000
2144.5000 270194.4000
2145.6000 270333.0000
2146.7000 270471.6000
2147.8000 270610.2000
2148.9000 270748.8000
2150.0000 270887.4000
2151.1000 271026.0000
2152.2000 271164.6000
2153.3000 271303.2000
2154.4000 271441.8000
2155.5000 271580.4000
2156.6000 271719.0000
2157.7000 271857.6000
2158.8000 271996.2000
2159.9000 272134.8000
2161.0000 272273.4000
2162.1000 272412.0000
2163.2000 272550.6000
2164.3000 272689.2000
2165.4000 272827.8000
2166.5000 272966.4000
2167.6000 273105.0000
2168.7000 273243.6000
2169.8000 273382.2000
2170.9000 273520.8000
2172.0000 273659.4000
2173.1000 273798.0000
2174.2000 273936.6000
2175.3000 274075.2000
2176.4000 274213.8000
2177.5000 274352.4000
2178.6000 274491.0000
2179.7000 274629.6000
2180.8000 274768.2000
2181.9000 274906.8000
2183.0000 275045.4000
2184.1000 275184.0000
2185.2000 275322.6000
2186.3000 275461.2000
2187.4000 275599.8000
2188.5000 275738.4000
2189.6000 275877.0000
2190.7000 276015.6000
2191.8000 276154.2000
2192.9000 276292.8000
2194.0000 276431.4000
2195.1000 276570.0000
2196.2000 276708.6000
2197.3000 276847.2000
2198.4000 276985.8000
2199.5000 277124.4000
2200.6000 277263.0000
2201.7000 277401.6000
2202.8000 277540.2000
2203.9000 277678.8000
2205.0000 277817.4000
2206.1000 277956.0000
2207.2000 278094.6000
2208.3000 278233.2000
2209.4000 278371.8000
2210.5000 278510.4000
2211.6000 278649.0000
2212.7000 278787.6000
2213.8000 278926.2000
2214.9000 279064.8000
2216.0000 279203.4000
2217.1000 279342.0000
2218.2000 279480.6000
2219.3000 279619.2000
2220.4000 279757.8000
2221.5000 279896.4000
2222.6000 280035.0000
2223.7000 280173.6000
2224.8000 280312.2000
2225.9000 280450.8000
2227.0000 280589.4000
2228.1000 280728.0000
2229.2000 280866.6000
2230.3000 281005.2000
2231.4000 281143.8000
2232.5000 281282.4000
2233.6000 281421.0000
2234.7000 281559.6000
2235.8000 281698.2000
2236.9000 281836.8000
2238.0000 281975.4000
2239.1000 282114.0000
2240.2000 282252.6000
2241.3000 282391.2000
2242.4000 282529.8000
2243.5000 282668.4000
2244.6000 282807.0000
2245.7000 282945.6000
2246.8000 283084.2000
2247.9000 283222.8000
2249.0000 283361.4000
2250.1000 283500.0000
2251.2000 283638.6000
2252.3000 283777.2000
2253.4000 283915.8000
2254.5000 284054.4000
2255.6000 284193.0000
2256.7000 284331.6000
2257.8000 284470.2000
2258.9000 284608.8000
2260.0000 284747.4000
2261.1000 284886.0000
2262.2000 285024.6000
2263.3000 285163.2000
2264.4000 285301.8000
2265.5000 285440.4000
2266.6000 285579.0000
2267.7000 285717.6000
2268.8000 285856.2000
2269.9000 285994.8000
2271.0000 286133.4000
2272.1000 286272.0000
2273.2000 286410.6000
2274.3000 286549.2000
2275.4000 286687.8000
2276.5000 286826.4000
2277.6000 286965.0000
2278.7000 287103.6000
2279.8000 287242.2000
2280.9000 287380.8000
2282.0000 287519.4000
2283.1000 287658.0000
2284.2000 287796.6000
2285.3000 287935.2000
2286.4000 288073.8000
2287.5000 288212.4000
2288.6000 288351.0000
2289.7000 288489.6000
2290.8000 288628.2000
2291.9000 288766.8000
2293.0000 288905.4000
2294.1000 289044.0000
2295.2000 289182.6000
2296.3000 289321.2000
2297.4000 289459.8000
2298.5000 289598.4000
2299.6000 289737.0000
2300.7000 289875.6000
2301.8000 290014.2000
2302.9000 290152.8000
2304.0000 290291.4000
2305.1000 290430.0000
2306.2000 290568.6000
2307.3000 290707.2000
2308.4000 290845.8000
2309.5000 290984.4000
2310.6000 291123.0000
2311.7000 291261.6000
2312.8000 291400.2000
2313.9000 291538.8000
2315.0000 291677.4000
2316.1000 291816.0000
2317.2000 291954.6000
2318.3000 292093.2000
2319.4000 292231.8000
2320.5000 292370.4000
2321.6000 292509.0000
2322.7000 292647.6000
2323.8000 292786.2000
2324.9000 292924.8000
2326.0000 293063.4000
2327.1000 293202.0000
2328.2000 293340.6000
2329.3000 293479.2000
2330.4000 293617.8000
2331.5000 293756.4000
2332.6000 293895.0000
2333.7000 294033.6000
2334.8000 294172.2000
2335.9000 294310.8000
2337.0000 294449.4000
2338.1000 294588.0000
2339.2000 294726.6000
2340.3000 294865.2000
2341.4000 295003.8000
2342.5000 295142.4000
2343.6000 295281.0000
2344.7000 295419.6000
2345.8000 295558.2000
2346.9000 295696.8000
2348.0000 295835.4000
2349.1000 295974.0000
2350.2000 296112.6000
2351.3000 296251.2000
2352.4000 296389.8000
2353.5000 296528.4000
2354.6000 296667.0000
2355.7000 296805.6000
2356.8000 296944.2000
2357.9000 297082.8000
2359.0000 297221.4000
2360.1000 297360.0000
2361.2000 297498.6000
2362.3000 297637.2000
2363.4000 297775.8000
2364.5000 297914.4000
2365.6000 298053.0000
2366.7000 298191.6000
2367.8000 298330.2000
2368.9000 298468.8000
2370.0000 298607.4000
2371.1000 298746.0000
2372.2000 298884.6000
2373.3000 299023.2000
2374.4000 299161.8000
2375.5000 299300.4000
2376.6000 299439.0000
2377.7000 299577.6000
2378.8000 299716.2000
2379.9000 299854.8000
2381.0000 299993.4000
2382.1000 300132.0000
2383.2000 300270.6000
2384.3000 300409.2000
2385.4000 300547.8000
2386.5000 300686.4000
2387.6000 300825.0000
2388.7000 300963.6000
2389.8000 301102.2000
2390.9000 301240.8000
2392.0000 301379.4000
2393.1000 301518.0000
2394.2000 301656.6000
2395.3000 301795.2000
2396.4000 301933.8000
2397.5000 302072.4000
2398.6000 302211.0000
2399.7000 302349.6000
2400.8000 302488.2000
2401.9000 302626.8000
2403.0000 302765.4000
2404.1000 302904.0000
2405.2000 303042.6000
2406.3000 303181.2000
2407.4000 303319.8000
2408.5000 303458.4000
2409.6000 303597.0000
2410.7000 303735.6000
2411.8000 303874.2000
2412.9000 304012.8000
2414.0000 304151.4000
2415.1000 304290.0000
2416.2000 304428.6000
2417.3000 304567.2000
2418.4000 304705.8000
2419.5000 304844.4000
2420.6000 304983.0000
2421.7000 305121.6000
2422.8000 305260.2000
2423.9000 305398.8000
2425.0000 305537.4000
2426.1000 305676.0000
2427.2000 305814.6000
2428.3000 305953.2000
2429.4000 306091.8000
2430.5000 306230.4000
2431.6000 306369.0000
2432.7000 306507.6000
2433.8000 306646.2000
2434.9000 306784.8000
2436.0000 306923.4000
2437.1000 307062.0000
2438.2000 307200.6000
2439.3000 307339.2000
2440.4000 307477.8000
2441.5000 307616.4000
2442.6000 307755.0000
2443.7000 307893.6000
2444.8000 308032.2000
2445.9000 308170.8000
2447.0000 308309.4000
2448.1000 308448.0000
2449.2000 308586.6000
2450.3000 308725.2000
2451.4000 308863.8000
2452.5000 309002.4000
2453.6000 309141.0000
2454.7000 309279.6000
2455.8000 309418.2000
2456.9000 309556.8000
2458.0000 309695.4000
2459.1000 309834.0000
2460.2000 309972.6000
2461.3000 310111.2000
2462.4000 310249.8000
2463.5000 310388.4000
2464.6000 310527.0000
2465.7000 310665.6000
2466.8000 310804.2000
2467.9000 310942.8000
2469.0000 311081.4000
2470.1000 311220.0000
2471.2000 311358.6000
2472.3000 311497.2000
2473.4000 311635.8000
2474.5000 311774.4000
2475.6000 311913.0000
2476.7000 312051.6000
2477.8000 312190.2000
2478.9000 312328.8000
2480.0000 312467.4000
2481.1000 312606.0000
2482.2000 312744.6000
2483.3000 312883.2000
2484.4000 313021.8000
2485.5000 313160.4000
2486.6000 313299.0000
2487.7000 313437.6000
2488.8000 313576.2000
2489.9000 313714.8000
2491.0000 313853.4000
2492.1000 313992.0000
2493.2000 314130.6000
2494.3000 314269.2000
2495.4000 314407.8000
2496.5000 314546.4000
2497.6000 314685.0000
2498.7000 314823.6000
2499.8000 314962.2000
2500.9000 315100.8000
2502.0000 315239.4000
2503.1000 315378.0000
2504.2000 315516.6000
2505.3000 315655.2000
2506.4000 315793.8000
2507.5000 315932.4000
2508.6000 316071.0000
2509.7000 316209.6000
2510.8000 316348.2000
2511.9000 316486.8000
2513.0000 316625.4000
2514.1000 316764.0000
2515.2000 316902.6000
2516.3000 317041.2000
2517.4000 317179.8000
2518.5000 317318.4000
2519.6000 317457.0000
2520.7000 317595.6000
2521.8000 317734.2000
2522.9000 317872.8000
2524.0000 318011.4000
2525.1000 318150.0000
2526.2000 318288.6000
2527.3000 318427.2000
2528.4000 318565.8000
2529.5000 318704.4000
2530.6000 318843.0000
2531.7000 318981.6000
2532.8000 319120.2000
2533.9000 319258.8000
2535.0000 319397.4000
2536.1000 319536.0000
2537.2000 319674.6000
2538.3000 319813.2000
2539.4000 319951.8000
2540.5000 320090.4000
2541.6000 320229.0000
2542.7000 320367.6000
2543.8000 320506.2000
2544.9000 320644.8000
2546.0000 320783.4000
2547.1000 320922.0000
2548.2000 321060.6000
2549.3000 321199.2000
2550.4000 321337.8000
2551.5000 321476.4000
2552.6000 321615.0000
2553.7000 321753.6000
2554.8000 321892.2000
2555.9000 322030.8000
2557.0000 322169.4000
2558.1000 322308.0000
2559.2000 322446.6000
2560.3000 322585.2000
2561.4000 322723.8000
2562.5000 322862.4000
2563.6000 323001.0000
2564.7000 323139.6000
2565.8000 323278.2000
2566.9000 323416.8000
2568.0000 323555.4000
