0	1038
1	562
2	350
3	287
4	263
5	218
6	233
7	211
8	181
9	181
10	189
11	211
12	206
13	204
14	190
15	199
16	199
17	193
18	210
19	174
20	215
21	218
22	198
23	202
24	213
25	215
26	205
27	205
28	192
29	214
30	219
31	205
32	210
33	188
34	189
35	194
36	197
37	176
38	198
39	146
40	186
41	184
42	175
43	166
44	150
45	164
46	159
47	181
48	166
49	154
50	154
51	148
52	147
53	157
54	158
55	147
56	138
57	170
58	131
59	134
60	104
61	132
62	143
63	131
64	136
65	142
66	147
67	134
68	111
69	130
70	110
71	112
72	132
73	130
74	122
75	105
76	101
77	111
78	124
79	99
80	126
81	108
82	129
83	118
84	108
85	104
86	104
87	83
88	106
89	103
90	124
91	96
92	113
93	76
94	104
95	88
96	97
97	99
98	96
99	96
100	89
101	109
102	116
103	85
104	81
105	82
106	105
107	100
108	74
109	85
110	98
111	73
112	87
113	92
114	89
115	83
116	81
117	85
118	74
119	78
120	76
121	70
122	72
123	61
124	83
125	71
126	78
127	73
128	70
129	85
130	71
131	58
132	62
133	56
134	61
135	55
136	59
137	55
138	55
139	59
140	55
141	54
142	66
143	55
144	48
145	77
146	51
147	54
148	56
149	50
150	46
151	43
152	54
153	40
154	47
155	42
156	46
157	46
158	46
159	44
160	40
161	45
162	47
163	34
164	41
165	46
166	30
167	38
168	42
169	43
170	45
171	31
172	41
173	36
174	32
175	40
176	29
177	38
178	38
179	38
180	31
181	30
182	27
183	34
184	36
185	33
186	31
187	28
188	25
189	36
190	31
191	21
192	33
193	23
194	15
195	40
196	33
197	20
198	14
199	32
200	23
201	29
202	30
203	24
204	27
205	15
206	26
207	15
208	15
209	20
210	18
211	21
212	11
213	16
214	22
215	16
216	12
217	15
218	11
219	17
220	18
221	9
222	9
223	17
224	11
225	10
226	8
227	10
228	14
229	9
230	12
231	9
232	11
233	8
234	2
235	9
236	13
237	7
238	11
239	12
240	5
241	10
242	5
243	6
244	4
245	4
246	7
247	3
248	4
249	8
250	5
251	3
252	5
253	7
254	1
255	3
256	1
257	6
258	5
259	5
260	2
261	4
262	4
263	7
264	3
265	2
266	1
267	1
268	3
269	1
270	4
271	2
272	3
273	1
274	1
275	1
276	2
277	4
278	2
279	0
280	1
281	1
282	1
283	1
284	3
285	1
286	0
287	0
288	1
289	1
290	0
291	0
292	2
293	2
294	2
295	2
296	0
297	2
298	0
299	0
300	0
301	1
302	1
303	1
304	0
305	2
306	1
307	1
308	1
309	0
310	0
311	0
312	0
313	1
314	1
315	0
316	0
317	0
318	0
319	0
320	1
321	1
322	0
323	0
324	1
325	1
326	1
327	0
328	1
329	0
330	0
331	0
332	1
333	0
334	1
335	0
336	0
337	0
338	0
339	1
340	0
341	1
342	0
343	0
344	0
345	3
346	2
347	1
348	0
349	0
350	0
351	1
352	0
353	1
354	0
355	0
356	0
357	0
358	0
359	2
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	1
371	1
372	0
373	0
374	0
375	0
376	1
377	1
378	0
379	0
380	0
381	0
382	0
383	1
384	1
385	0
386	1
387	0
388	0
389	0
390	1
391	0
392	0
393	0
394	0
395	0
396	0
397	1
398	0
399	1
400	0
401	0
402	0
403	0
404	0
405	1
406	1
407	0
408	0
409	0
410	0
411	0
412	1
413	0
414	1
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	1
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	1
441	0
442	1
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	1
456	0
457	0
458	0
459	0
460	0
461	1
462	0
463	0
464	1
465	0
466	0
467	0
468	0
469	0
470	1
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	1
482	0
483	1
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	1
501	0
502	0
503	1
504	0
505	0
506	0
507	0
508	1
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	1
529	0
530	0
531	0
532	0
533	0
534	1
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	1
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	1
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	1
